activity_id,split,reporting_orgs,start_year,rating,finance,integratedness,implementer_performance,targets,context,risks,complexity,activity_scope,gdp_percap,cpia_score,region_AFE,region_AFW,region_EAP,region_ECA,region_LAC,region_MENA,region_SAS,finance_is_loan,planned_duration,planned_expenditure,rep_org_0,rep_org_1,rep_org_2,umap3_x,umap3_y,umap3_z,sector_distance,country_distance,sector_cluster_increased_food_production,sector_cluster_Green_growth_initiatives,sector_cluster_Road_safety_improvements,sector_cluster_Contingencies,sector_cluster_Improved_transport_infrastructure,sector_cluster_Capacity_Building_and_Technical_Assistance,sector_cluster_increased_managed_forest_land,sector_cluster_reduced_PM2.5_air_pollution,sector_cluster_Climate_adaptation,sector_cluster_Institutional_capacity_building,sector_cluster_reduced_CO2_emissions,sector_cluster_Project_Management,sector_cluster_more_people_with_drinking_water_services,sector_cluster_Land_acquisition_and_resettlement,sector_cluster_Urban_flood_protection,sector_cluster_Financing_charges,llm_features_missing_count,llm_features_present_ratio,governance_missing_count,feature_completeness_ratio,cpia_missing,sector_clusters_missing,gdp_percap_missing,planned_expenditure_missing,planned_duration_missing,wgi_any_missing,umap_missing,governance_composite,expenditure_x_complexity,expenditure_per_year_log,log_planned_expenditure
44000-P163424,test,World Bank,2018,3.0,40.0,75.0,85.0,40.0,20.0,30.0,20.0,0,6.923716032783097,2.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5845311430527036,64999999.99999989,0,0,1,,,,,,,,,,,,,,,,,,,,,,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.3800763368606561,1299999999.9999979,17.04035371234522,17.98989782785991
44000-P073977,train,World Bank,2005,3.0,85.0,85.0,95.0,70.0,85.0,85.0,75.0,3,8.113269009671,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,119999999.99999982,0,0,1,-1.6848491430282593,1.8086669445037842,4.316879749298096,0.5391091704368591,0.5406596660614014,0.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.552012515068054,8999999999.999987,16.657092151691007,18.60300230074632
XM-DAC-46004-41171-022-GRNT0243,train,Asian Development Bank,2011,4.0,85.0,85.0,75.0,75.0,85.0,25.0,40.0,4,7.672934508779498,2.93333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.319644079397673,72398895.01919219,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5106450498104087,2895955800.767688,16.426295196326993,18.097701595073623
44000-P086865,train,World Bank,2006,1.0,70.0,85.0,85.0,40.0,40.0,40.0,85.0,3,6.451871023782007,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.500342231348392,49999999.99999999,0,0,1,2.6203386783599854,2.9375267028808594,0.6681534647941589,0.6112384796142578,0.6553058624267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9837849497795107,4249999999.9999995,16.022723249208294,17.72753356339242
44000-P075730,train,World Bank,2004,3.0,70.0,85.0,85.0,60.0,60.0,40.0,80.0,3,9.495755989508307,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.329911019849418,171999999.99999985,0,0,1,3.0517899990081787,1.8163957595825195,5.282609939575195,0.6445719599723816,0.6543405055999756,0.0,0.0,0.0,0.0,0.018488372093023255,0.0,0.0,0.04511627906976743,0.0,0.048837209302325574,0.0,0.0,0.27075581395348836,0.0,0.6118023255813952,0.004999999999999999,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4188454419374466,13759999999.999989,17.117718855616268,18.963005034777726
44000-P084404,train,World Bank,2007,3.0,90.0,85.0,90.0,60.0,85.0,40.0,20.0,0,6.472787928032915,3.60833333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.952087611225188,80684571.01577719,0,0,1,3.4381418228149414,2.9433696269989014,-0.10549014061689377,0.5926827788352966,0.6313199400901794,0.0,0.0,0.0,0.0,0.0,0.041932543299908843,0.0,0.0,0.0,0.0,0.9580674567000912,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.358147895336151,1613691420.3155437,16.422315908515234,18.20605792556558
44000-P099894,train,World Bank,2007,3.0,85.0,85.0,85.0,85.0,85.0,40.0,40.0,3,9.764938536036382,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.001368925393566,129691942.69498777,0,0,1,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1071059748530386,5187677707.799511,17.986841115608772,18.680672524727743
44000-P160480,test,World Bank,2019,4.0,85.0,85.0,85.0,65.0,75.0,25.0,75.0,0,8.458989821988554,3.69167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0882956878850103,125000000.0000001,0,0,1,1.5726087093353271,2.253502368927002,3.7489330768585205,0.6509668231010437,0.6259300708770752,,,,,,,,,,,,,,,,,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.12927337214350687,9375000000.000008,17.51620491383938,18.643824295266576
44000-P125032,train,World Bank,2011,3.0,85.0,85.0,85.0,45.0,40.0,60.0,75.0,3,7.2027720317806345,3.01666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.624914442162902,19999999.999999978,0,0,1,,,,,,0.0,0.0,0.7565000000000001,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.0,0.0495,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8783536493778221,1499999999.9999983,14.358092239885872,16.811242831518264
44000-P116748,train,World Bank,2011,3.0,85.0,85.0,75.0,75.0,85.0,40.0,75.0,3,9.047892642884776,4.06666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.301163586584531,51999999.99999996,0,0,1,3.6639795303344727,3.037584066390991,-0.022751623764634132,0.5459216237068176,0.592541515827179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384615,0.0,0.0,0.0,0.0,0.038461538461538464,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2068445056676862,3899999999.999997,16.307868688920887,17.7667542765457
44000-P150696,val,World Bank,2015,3.0,85.0,85.0,90.0,75.0,85.0,75.0,75.0,3,9.126269793578258,4.44166666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.604380561259411,60000000.00000001,0,0,1,0.4926731288433075,2.605329990386963,4.482813358306885,0.6262919902801514,0.5987451076507568,0.0,0.12113617376775271,0.0,0.0,0.7685881370091896,0.0,0.0,0.0,0.0,0.11027568922305764,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293072921037674,4500000000.000001,15.64763581732511,17.909855120186375
44000-P096556,train,World Bank,2008,4.0,85.0,85.0,90.0,70.0,85.0,85.0,60.0,3,9.495755989508307,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,229717217.46530038,0,0,1,-1.1669741868972778,2.7760114669799805,3.93253755569458,0.5876665115356445,0.5616032481193542,,,,,,,,,,,,,,,,,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3278607249259947,13783033047.918022,17.642921708730032,19.252359621164132
44000-P131212,val,World Bank,2013,1.0,85.0,85.0,90.0,60.0,60.0,40.0,70.0,0,6.472787928032915,3.61666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8624229979466119,109999999.99999988,0,0,1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5406947314739228,7699999999.999991,,18.51599092375669
44000-P112074,train,World Bank,2012,3.0,85.0,85.0,90.0,65.0,70.0,75.0,70.0,3,9.237986167139331,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.231348391512663,89874404.0314039,0,0,1,0.22444143891334534,1.752533197402954,4.957647800445557,0.5601661801338196,0.5688177347183228,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01302599385380752,6291208282.198273,15.988467364045697,18.31392374290037
44000-P131235,val,World Bank,2014,3.0,85.0,75.0,85.0,40.0,65.0,40.0,60.0,0,7.899770695425929,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,119980831.80241771,0,0,1,-2.04491925239563,3.529695749282837,4.520087718963623,0.5893746018409729,0.5549021363258362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18562874251497008,0.0,0.2910179640718563,0.5233532934131737,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4445260286331177,7198849908.145062,16.656932403952165,18.602842553007477
44000-P110267,train,World Bank,2009,3.0,85.0,85.0,85.0,75.0,75.0,85.0,60.0,3,7.7912192755653775,3.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,10051616.785373386,0,0,1,1.2300701141357422,-0.5610404014587402,4.342644214630127,0.5685817003250122,0.6052031517028809,,,,,,,,,,,,,,,,,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.9136581480503084,603097007.1224031,14.736949692577113,16.123244053697004
44000-P070628,train,World Bank,2005,2.0,70.0,85.0,90.0,60.0,75.0,65.0,50.0,3,9.536632681374712,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.014373716632443,150000000.00000015,0,0,1,,,,,,0.0,0.0,0.35095384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206153846153846,0.0,0.02843076923076923,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3109539409633726,7500000000.000008,16.117137862009134,18.82614585206053
44000-P143580,val,World Bank,2014,4.0,85.0,85.0,75.0,75.0,85.0,75.0,60.0,3,9.100232264540411,3.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.255989048596852,32000000.000000056,0,0,1,3.3412768840789795,4.259218215942383,2.0763537883758545,0.5662630796432495,0.5964788198471069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3792829841375352,1920000000.0000033,14.953384628390777,17.281246460764002
44000-P163586,test,World Bank,2017,3.0,,75.0,95.0,60.0,70.0,40.0,70.0,0,8.85648236360352,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,69999999.99999993,0,0,1,0.9666977524757385,3.005157470703125,1.9286954402923584,0.6170032024383545,0.6276724934577942,,,,,,,,,,,,,,,,,1,0.8571428571428572,1,0.8571428571428572,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1109022580087184,4899999999.999995,16.67771143889374,18.064005800013632
44000-P160359,test,World Bank,2017,4.0,85.0,85.0,85.0,75.0,65.0,85.0,40.0,3,7.954210624284908,3.61666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.316906228610541,96734978.16198632,0,0,1,,,,,,0.0,0.0,0.73959141453323,0.0,0.0,0.0,0.0,0.0,0.22549780191362814,0.03491078355314197,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.594804459810257,3869399126.479453,16.716594015123334,18.387485613343795
44000-P154464,val,World Bank,2016,3.0,85.0,85.0,90.0,75.0,70.0,75.0,70.0,3,9.138847367044281,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7,24058690.737444554,0,0,1,1.2884578704833984,2.264017343521118,4.114992141723633,0.5429712533950806,0.5369192957878113,0.0,0.0,0.0,0.0,0.9398493644089746,0.0,0.0,0.0,0.0,0.0,0.0,0.06015063559102541,0.0,0.0,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12960685119032847,1684108351.6211188,15.255540675624603,16.996006850465108
44000-P113145,train,World Bank,2011,4.0,85.0,75.0,85.0,75.0,40.0,70.0,75.0,3,7.303426038671241,3.46666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.819301848049282,49999999.99999999,0,0,1,1.8538216352462769,1.8169300556182861,4.696478366851807,0.5720053911209106,0.5893232226371765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764,0.0,0.0,0.0,0.057800000000000004,0.094,0.0,0.5718,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.399299055337906,3749999999.9999995,15.670938290563754,17.72753356339242
44000-P127754,val,World Bank,2013,2.0,85.0,85.0,85.0,65.0,40.0,40.0,70.0,0,9.047892642884776,4.13333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.998631074606434,72000000.00000003,0,0,1,0.6829412579536438,2.7507123947143555,2.1993911266326904,0.6988701224327087,0.6647700071334839,,,,,,,,,,,,,,,,,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.08950745314359672,5040000000.000002,17.3997141934687,18.09217667698033
XM-DAC-46004-45022-002-GRNT0420,val,Asian Development Bank,2015,5.0,85.0,85.0,85.0,75.0,75.0,65.0,70.0,4,9.495755989508307,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.08145106091718,121243556.52982157,0,1,0,,,,,,0.0,0.0,0.0,0.0,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2395263373851774,8487048957.08751,16.987715081632352,18.61331194434769
44000-P085231,train,World Bank,2005,3.0,85.0,85.0,85.0,70.0,45.0,75.0,40.0,3,6.451871023782007,3.29166666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.498288843258043,40000000.00000003,0,0,1,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9734925627708438,1600000000.0000012,16.00069294467175,17.50439001207821
44000-P119662,train,World Bank,2011,2.0,75.0,85.0,85.0,65.0,65.0,30.0,85.0,0,6.894995597375993,3.76666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.020533880903491,83066238.6291807,0,0,1,-1.1320327520370483,2.3296444416046143,3.4647068977355957,0.6229392290115356,0.594349205493927,0.0,0.0,0.0,0.0,0.7040358744394619,0.0,0.0,0.0,0.0,0.18385650224215247,0.0,0.0,0.0,0.11210762331838565,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4115690231323244,7060630283.480359,15.930512527492345,18.23514890325695
44000-P096801,train,World Bank,2007,2.0,85.0,85.0,90.0,85.0,95.0,85.0,70.0,3,9.646870413818531,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.82135523613963,361762352.93352455,0,0,1,2.5782151222229004,2.9433765411376953,0.2654794752597809,0.524300754070282,0.5695207118988037,,,,,,,,,,,,,,,,,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.025281867384910763,25323364705.346718,18.13344301273588,19.706498070601278
XM-DAC-46004-46093-004-LN3068,val,Asian Development Bank,2013,4.0,85.0,,95.0,75.0,85.0,70.0,40.0,4,8.502166958517233,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.17522245037645448,999999999.9999993,0,1,0,,,,,,,,,,,,,,,,,,,,,,1,0.8571428571428572,1,0.8571428571428572,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.4161202490329744,39999999999.99997,,20.72326583694641
44000-P121398,train,World Bank,2010,2.0,,75.0,85.0,40.0,90.0,85.0,40.0,3,6.472787928032915,3.74166666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11674707.839999989,0,0,1,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8571428571428572,0,0.8571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.37342795729637157,466988313.59999955,14.663497424360884,16.272935336794983
44000-P163939,test,World Bank,2019,3.0,,,,,,,,0,9.48914833806041,3.308333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.91854893908282,10000000.000000006,0,0,1,-0.3393373191356659,3.6497623920440674,3.79225492477417,0.6253877878189087,0.579742431640625,,,,,,,,,,,,,,,,,7,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.1684209048748016,,15.04700909686334,16.11809565095832
44000-P127759,val,World Bank,2013,2.0,95.0,95.0,90.0,75.0,95.0,75.0,70.0,3,9.047892642884776,4.13333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.036276522929501,29999999.999999948,0,0,1,,,,,,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.08950745314359672,2099999999.9999964,15.265628812367972,17.216707939626428
44000-P152822,val,World Bank,2016,4.0,90.0,85.0,90.0,75.0,75.0,85.0,20.0,6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.19438740588638,172481883.10660338,0,0,1,-0.4136521816253662,2.7426328659057617,3.441650867462158,0.5887239575386047,0.5708264708518982,0.0,0.0,0.0,0.02857142857142857,0.44571428571428573,0.04,0.15314285714285714,0.0,0.0,0.0,0.038857142857142854,0.08314285714285714,0.0,0.21057142857142855,0.0,0.0,0,1.0,6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,3449637662.1320677,16.86235330622927,18.965802763451162
44000-P127955,val,World Bank,2013,4.0,75.0,85.0,85.0,65.0,85.0,85.0,40.0,0,8.292395134912843,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,118490505.94878899,0,0,1,2.019001007080078,2.4632885456085205,5.639681339263916,0.6242048740386963,0.636123776435852,,,,,,,,,,,,,,,,,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.2875197082757949,4739620237.951559,16.980905484320076,18.590343396754175
44000-P078091,train,World Bank,2007,3.0,70.0,85.0,85.0,75.0,70.0,85.0,60.0,3,6.894995597375993,3.69166666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,38799999.99999995,0,0,1,2.159332752227783,4.389533996582031,0.10133291035890579,0.4844728708267212,0.5109866857528687,0.0,0.0,0.0,0.0,0.0,0.0,0.13144329896907217,0.025773195876288662,0.0,0.0,0.8427835051546391,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2589259296655654,2327999999.9999967,15.8644928921594,17.4739308045935
44000-P106172,train,World Bank,2009,2.0,75.0,75.0,75.0,40.0,60.0,60.0,75.0,3,6.693256373564571,3.48333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.1854893908282,244948974.27831817,0,0,1,3.07084321975708,2.9111738204956055,0.2785927355289459,0.6210827231407166,0.678707480430603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05333333333333334,0.9333333333333333,0.013333333333333334,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.26603353023529,18371173070.873863,17.67069625545118,19.316560478566394
44000-P164289,test,World Bank,2018,2.0,75.0,85.0,90.0,75.0,90.0,75.0,70.0,0,9.381905257746261,3.49166666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.9137577002053388,29999999.999999948,0,0,1,-1.1149442195892334,4.207759857177734,5.985723972320557,0.6610661149024963,0.6571435332298279,,,,,,,,,,,,,,,,,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22327960431575758,2099999999.9999964,16.567639248023426,17.216707939626428
44000-P132562,val,World Bank,2016,4.0,100.0,75.0,90.0,70.0,85.0,85.0,70.0,0,9.495755989508307,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.060232717316905,100000000.00000018,0,0,1,,,,,,0.0,0.0,0.5278724684178865,0.44395428113094043,0.0,0.0,0.0,0.0,0.0,0.028173250451173047,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2103804707527162,7000000000.000012,16.333738314734408,18.420680743952367
44000-P149599,val,World Bank,2015,4.0,85.0,75.0,85.0,75.0,75.0,70.0,75.0,0,7.66104653956386,3.29166666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.670088980150582,54772255.75051651,0,0,1,2.55595064163208,3.1605210304260254,-0.36485013365745544,0.558125913143158,0.5980191230773926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4923750817775727,4107919181.2887383,16.08348953102462,17.818694341789396
44000-P088876,train,World Bank,2008,2.0,85.0,85.0,85.0,70.0,75.0,70.0,40.0,3,8.159509487135548,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4195756331279945,41499999.99999999,0,0,1,1.004062533378601,1.6953082084655762,4.3581109046936035,0.619038999080658,0.6325684785842896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.5,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.432919853925705,1659999999.9999998,15.537082121957988,17.541203985200926
44000-P132982,val,World Bank,2015,4.0,75.0,85.0,85.0,65.0,70.0,75.0,70.0,3,9.211502495049508,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,71172000.0,0,0,1,,,,,,0.0,0.0,0.9600849901350736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03748672029139475,0.0,0.0,0.0,0.0024282895735316438,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.06427519917488089,4982040000.0,16.471172128174764,18.080610040608864
44000-P155605,test,World Bank,2017,2.0,85.0,85.0,95.0,75.0,75.0,75.0,80.0,0,9.211502495049508,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5550992470910336,71064000.00000007,0,0,1,0.6056104302406311,2.848205804824829,2.2322990894317627,0.6151646971702576,0.6342278718948364,,,,,,,,,,,,,,,,,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.040528900921344556,5685120000.000006,17.637552069341332,18.079091437431675
44000-P153203,val,World Bank,2015,4.0,85.0,85.0,95.0,70.0,85.0,40.0,85.0,0,9.237986167139331,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1738535249828885,150000000.00000015,0,0,1,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.29355429112911224,12750000000.000013,18.049644441444205,18.82614585206053
44000-P166802,test,World Bank,2018,4.0,90.0,85.0,75.0,75.0,40.0,65.0,70.0,3,6.472787928032915,3.20833333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.193702943189596,45000000.00000005,0,0,1,-1.6431180238723755,4.762312412261963,5.1109418869018555,0.4790005087852478,0.5301497578620911,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8801615118980397,3150000000.000004,15.97472612843039,17.622173047734595
44000-P126516,val,World Bank,2013,3.0,90.0,60.0,95.0,70.0,65.0,75.0,70.0,0,8.57032677213768,3.94166666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.508555783709788,19000000.000000022,0,0,1,,,,,,,,,,,,,,,,,,,,,,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.421441883593798,1330000000.0000017,15.053647056541895,16.759949537130716
44000-P093384,train,World Bank,2006,3.0,85.0,85.0,90.0,85.0,95.0,85.0,40.0,3,9.830225933970299,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.317590691307323,52048054.71869249,0,0,1,-1.3360440731048584,4.619331359863281,5.432999610900879,0.5355978608131409,0.5677053332328796,,,,,,,,,,,,,,,,,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.544131761789322,2081922188.7476995,15.649305346481913,17.767677979006823
44000-P108768,train,World Bank,2008,2.0,85.0,85.0,85.0,70.0,60.0,70.0,70.0,3,8.808590667898471,3.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.501026694045175,5133743.999999997,0,0,1,,,,,,,,,,,,,,,,,,,,,,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.27688729763030995,359362079.9999998,13.947040250530602,15.451345775515918
44000-P126343,train,World Bank,2012,4.0,85.0,85.0,85.0,45.0,85.0,65.0,40.0,0,9.237986167139331,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,331162936.6716636,0,0,1,0.4945816397666931,2.705108404159546,3.438246726989746,0.6070082187652588,0.6099332571029663,0.14691458933046903,0.0,0.0,0.17421772717508055,0.17349800787683495,0.0,0.011385893304690297,0.0,0.0,0.0,0.0,0.0,0.0,0.47556631006086647,0.01841747225205872,0.0,0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1387027144432067,13246517466.866543,18.231826706908933,19.618121068028824
44000-P073089,train,World Bank,2001,4.0,85.0,85.0,85.0,75.0,85.0,70.0,60.0,0,6.9779468831685385,3.88333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,24100000.0,0,0,1,-0.222335085272789,4.1465864181518555,5.3653717041015625,0.5641472339630127,0.579096794128418,,,,,,,,,,,,,,,,,0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7619037181139001,1446000000.0,15.388284486026784,16.997722398460883
